DATE,AGE_GROUP,RACE_ETHNICITY,CITY_COUNT_FULLY_CUMULATIVE,BX_COUNT_FULLY_CUMULATIVE,BK_COUNT_FULLY_CUMULATIVE,MH_COUNT_FULLY_CUMULATIVE,QS_COUNT_FULLY_CUMULATIVE,SI_COUNT_FULLY_CUMULATIVE,CITY_PERC_FULLY,BK_PERC_FULLY,BX_PERC_FULLY,MH_PERC_FULLY,QS_PERC_FULLY,SI_PERC_FULLY
2022-01-22,'5-12,Hispanic/Latino,72921,22738,14432,10333,22920,2498,27.21,26.19,23.57,29.17,33.07,21.37
2022-01-22,'5-12,White,55790,2384,18593,23174,8414,3225,28.43,20.13,27.59,67.51,22.26,13.97
2022-01-22,'13-17,Asian/NHPI,61060,2857,17718,6067,31479,2939,111.4,113.72,84.6,126.98,112.52,94.78
2022-01-22,'13-17,Black,56797,14221,23335,5477,11820,1944,54.56,54.24,55.08,57.79,52.33,60.86
2022-01-22,'13-17,Hispanic/Latino,115955,38728,22415,15231,35019,4562,74.33,71.08,68.52,70.18,89.62,63.68
2022-01-22,'13-17,White,51799,3187,14985,15691,10997,6939,48.6,32.1,63.13,87.91,51.41,44.45
2022-01-22,'18-44,Asian/NHPI,512195,20250,137633,101638,234008,18666,99.8,103.21,87.02,93.83,102.07,98.23
2022-01-22,'18-44,Black,379002,84433,159569,47515,77456,10029,55.22,55.93,53.99,58.78,52.87,58.02
2022-01-22,'18-44,Hispanic/Latino,764072,211862,155458,139145,232364,25243,77.79,77.38,66.3,79.78,92.32,70.83
2022-01-22,'18-44,White,702240,25371,247588,251271,122829,55181,65.26,62.78,63.06,69.6,64.14,62
2022-01-22,'45-64,Asian/NHPI,326892,13376,81913,43151,174142,14310,99.59,100.41,88.88,96.95,100.96,97.93
2022-01-22,'45-64,Black,329135,75911,133810,38050,73075,8289,67.76,67.52,70.39,70.08,64.11,72.69
2022-01-22,'45-64,Hispanic/Latino,467670,144714,84057,83361,139741,15797,83.9,79.39,81.05,85.63,89.63,79.86
2022-01-22,'45-64,White,431282,22636,122483,132556,96202,57405,68.99,65.52,72.53,74.31,66.11,69.08
2022-01-22,'65+,Asian/NHPI,163709,6162,41050,25161,84138,7198,92.92,101.33,81.01,84.22,92.64,97.71
2022-01-22,'65+,Black,185574,37908,78392,22770,42894,3610,66.09,64.7,67.81,68.13,65.56,73.69
2022-01-22,'65+,Hispanic/Latino,209054,65083,36638,48107,53601,5625,73.52,67.18,74.49,74.45,75.59,81.3
2022-01-22,'65+,White,356205,22111,89321,109926,90560,44287,67.8,60.29,61.22,75.32,66.75,74.44
2022-01-20,Boroughwide,Boroughwide,6185146,980384,1735908,1301451,1829774,337629,74.19,67.81,69.13,79.91,81.18,70.91
2022-01-20,All ages,Asian/NHPI,1132433,45205,299490,186031,555272,46435,91.8,93.62,77.98,90.85,92.57,90.73
2022-01-20,All ages,Black,979995,220354,406715,117417,210760,24749,53.67,53.47,53.14,58.18,52.16,55.39
2022-01-20,All ages,Hispanic/Latino,1623538,481021,311768,295333,481919,53497,66.99,64.46,60.16,70.86,75.9,60.35
2022-01-20,All ages,White,1594542,75537,492021,532081,328308,166595,59.45,52.27,59.11,69.18,58.61,58.72
2022-01-20,'5-12,Asian/NHPI,69890,2632,21445,10222,32203,3388,74.26,75.82,50.42,111.35,68.64,74.97
2022-01-20,'5-12,Black,32179,8542,12766,3922,6000,949,19.82,18.99,20.45,26.63,17.8,19.3
2022-01-20,'5-12,Hispanic/Latino,70383,21923,13964,10067,22019,2410,26.26,25.34,22.73,28.42,31.77,20.61
2022-01-20,'5-12,White,55079,2329,18414,22972,8235,3129,28.07,19.93,26.95,66.92,21.79,13.56
2022-01-20,'13-17,Asian/NHPI,60926,2847,17695,6054,31403,2927,111.15,113.58,84.3,126.71,112.25,94.4
2022-01-20,'13-17,Black,56490,14125,23217,5438,11773,1937,54.27,53.97,54.71,57.38,52.12,60.64
2022-01-20,'13-17,Hispanic/Latino,115548,38557,22334,15171,34934,4552,74.07,70.82,68.22,69.9,89.41,63.54
2022-01-20,'13-17,White,51589,3174,14929,15631,10946,6909,48.4,31.98,62.87,87.57,51.17,44.26
2022-01-20,'18-44,Asian/NHPI,511391,20217,137450,101484,233606,18634,99.64,103.07,86.88,93.69,101.89,98.06
2022-01-20,'18-44,Black,377447,84065,158886,47331,77190,9975,55,55.69,53.75,58.55,52.68,57.71
2022-01-20,'18-44,Hispanic/Latino,761896,211104,154982,138803,231858,25149,77.57,77.15,66.06,79.58,92.12,70.57
2022-01-20,'18-44,White,701256,25318,247229,251108,122589,55012,65.17,62.69,62.93,69.56,64.02,61.81
2022-01-20,'45-64,Asian/NHPI,326608,13353,81867,43122,173974,14292,99.5,100.35,88.72,96.88,100.87,97.81
2022-01-20,'45-64,Black,328484,75740,133538,37972,72956,8278,67.63,67.38,70.23,69.94,64,72.59
2022-01-20,'45-64,Hispanic/Latino,466873,144421,83899,83227,139550,15776,83.75,79.24,80.89,85.49,89.51,79.75
2022-01-20,'45-64,White,430671,22620,122225,132492,96036,57298,68.89,65.38,72.48,74.28,66,68.95
2022-01-20,'65+,Asian/NHPI,163618,6156,41033,25149,84086,7194,92.87,101.29,80.94,84.18,92.58,97.65
2022-01-20,'65+,Black,185395,37882,78308,22754,42841,3610,66.02,64.63,67.77,68.08,65.48,73.69
2022-01-20,'65+,Hispanic/Latino,208838,65016,36589,48065,53558,5610,73.44,67.09,74.42,74.39,75.53,81.08
2022-01-20,'65+,White,355947,22096,89224,109878,90502,44247,67.75,60.23,61.17,75.28,66.71,74.37
2022-01-19,Boroughwide,Boroughwide,6176953,978266,1733557,1300456,1827504,337170,74.09,67.72,68.98,79.85,81.08,70.81
2022-01-19,All ages,Asian/NHPI,1131069,45094,299148,185834,554602,46391,91.69,93.51,77.78,90.76,92.46,90.65
2022-01-19,All ages,Black,977456,219646,405699,117151,210284,24676,53.53,53.34,52.97,58.04,52.05,55.23
2022-01-19,All ages,Hispanic/Latino,1620058,479694,311123,294872,480991,53378,66.85,64.32,59.99,70.75,75.75,60.22
2022-01-19,All ages,White,1592992,75431,491525,531801,327915,166320,59.4,52.22,59.03,69.15,58.54,58.63
2022-01-19,'5-12,Asian/NHPI,69216,2573,21243,10165,31882,3353,73.54,75.11,49.29,110.73,67.96,74.2
2022-01-19,'5-12,Black,31449,8323,12484,3852,5864,926,19.37,18.57,19.92,26.15,17.39,18.83
2022-01-19,'5-12,Hispanic/Latino,68921,21373,13709,9909,21557,2373,25.72,24.88,22.16,27.98,31.1,20.3
2022-01-19,'5-12,White,54778,2292,18332,22925,8140,3089,27.92,19.84,26.53,66.78,21.54,13.38
2022-01-19,'13-17,Asian/NHPI,60874,2842,17684,6047,31380,2921,111.06,113.51,84.15,126.56,112.17,94.2
2022-01-19,'13-17,Black,56281,14049,23147,5424,11728,1933,54.07,53.81,54.42,57.23,51.93,60.52
2022-01-19,'13-17,Hispanic/Latino,115329,38468,22298,15134,34887,4542,73.93,70.7,68.06,69.73,89.29,63.4
2022-01-19,'13-17,White,51478,3167,14901,15597,10917,6896,48.3,31.92,62.73,87.38,51.04,44.17
2022-01-19,'18-44,Asian/NHPI,510976,20184,137369,101380,233408,18635,99.56,103.01,86.73,93.59,101.8,98.06
2022-01-19,'18-44,Black,376437,83815,158437,47219,77017,9949,54.85,55.53,53.59,58.41,52.57,57.56
2022-01-19,'18-44,Hispanic/Latino,760682,210647,154748,138639,231547,25101,77.45,77.03,65.92,79.49,92,70.44
2022-01-19,'18-44,White,700617,25289,247006,250973,122446,54903,65.11,62.63,62.86,69.52,63.94,61.69
2022-01-19,'45-64,Asian/NHPI,326440,13344,81831,43099,173874,14292,99.45,100.31,88.66,96.83,100.81,97.81
2022-01-19,'45-64,Black,328028,75603,133381,37921,72861,8262,67.53,67.3,70.11,69.84,63.92,72.45
2022-01-19,'45-64,Hispanic/Latino,466401,144221,83813,83160,139452,15755,83.67,79.16,80.78,85.43,89.45,79.65
2022-01-19,'45-64,White,430316,22604,122119,132448,95939,57206,68.84,65.33,72.43,74.25,65.93,68.84
2022-01-19,'65+,Asian/NHPI,163563,6151,41021,25143,84058,7190,92.84,101.26,80.87,84.16,92.55,97.6
2022-01-19,'65+,Black,185261,37856,78250,22735,42814,3606,65.97,64.58,67.72,68.03,65.44,73.61
2022-01-19,'65+,Hispanic/Latino,208725,64985,36555,48030,53548,5607,73.4,67.03,74.38,74.33,75.51,81.04
2022-01-19,'65+,White,355803,22079,89167,109858,90473,44226,67.72,60.19,61.13,75.27,66.68,74.34
2022-01-18,Boroughwide,Boroughwide,6166685,975616,1730695,1299062,1824673,336639,73.97,67.61,68.79,79.76,80.96,70.7
2022-01-18,All ages,Asian/NHPI,1129141,44980,298730,185504,553618,46309,91.53,93.38,77.59,90.6,92.3,90.49
2022-01-18,All ages,Black,974212,218723,404428,116786,209697,24578,53.36,53.17,52.74,57.86,51.9,55.01
2022-01-18,All ages,Hispanic/Latino,1615829,478108,310417,294201,479897,53206,66.67,64.18,59.79,70.59,75.58,60.03
2022-01-18,All ages,White,1591221,75294,490957,531506,327429,166035,59.33,52.16,58.92,69.11,58.46,58.53
2022-01-18,'5-12,Asian/NHPI,68437,2525,21055,10111,31422,3324,72.72,74.45,48.37,110.15,66.98,73.56
2022-01-18,'5-12,Black,30655,8041,12218,3758,5737,901,18.88,18.17,19.25,25.51,17.02,18.33
2022-01-18,'5-12,Hispanic/Latino,67465,20827,13489,9722,21101,2326,25.17,24.48,21.59,27.45,30.44,19.89
2022-01-18,'5-12,White,54396,2265,18228,22818,8043,3042,27.72,19.73,26.21,66.47,21.28,13.18
2022-01-18,'13-17,Asian/NHPI,60808,2842,17667,6035,31349,2915,110.94,113.4,84.15,126.31,112.06,94.01
2022-01-18,'13-17,Black,56057,13976,23061,5389,11697,1934,53.85,53.61,54.13,56.86,51.79,60.55
2022-01-18,'13-17,Hispanic/Latino,115113,38379,22255,15099,34848,4532,73.79,70.57,67.9,69.57,89.19,63.26
2022-01-18,'13-17,White,51373,3159,14878,15565,10888,6883,48.2,31.87,62.57,87.2,50.9,44.09
2022-01-18,'18-44,Asian/NHPI,510263,20139,137225,101167,233127,18605,99.42,102.9,86.54,93.39,101.68,97.9
2022-01-18,'18-44,Black,375011,83448,157866,47061,76741,9895,54.64,55.33,53.36,58.22,52.38,57.25
2022-01-18,'18-44,Hispanic/Latino,758884,209984,154423,138312,231137,25028,77.26,76.87,65.71,79.3,91.84,70.23
2022-01-18,'18-44,White,699856,25218,246731,250896,122244,54767,65.04,62.56,62.68,69.5,63.84,61.53
2022-01-18,'45-64,Asian/NHPI,326172,13326,81787,43063,173717,14279,99.37,100.25,88.54,96.75,100.72,97.72
2022-01-18,'45-64,Black,327424,75445,133128,37864,72740,8247,67.41,67.17,69.96,69.74,63.81,72.32
2022-01-18,'45-64,Hispanic/Latino,465825,143996,83726,83079,139303,15721,83.56,79.08,80.65,85.34,89.35,79.48
2022-01-18,'45-64,White,429982,22578,122016,132415,95824,57149,68.78,65.27,72.34,74.24,65.85,68.77
2022-01-18,'65+,Asian/NHPI,163461,6148,40996,25128,84003,7186,92.78,101.2,80.83,84.11,92.49,97.54
2022-01-18,'65+,Black,185065,37813,78155,22714,42782,3601,65.9,64.5,67.64,67.97,65.39,73.5
2022-01-18,'65+,Hispanic/Latino,208542,64922,36524,47989,53508,5599,73.34,66.97,74.31,74.27,75.46,80.92
2022-01-18,'65+,White,355614,22074,89104,109812,90430,44194,67.69,60.15,61.11,75.24,66.65,74.28
2022-01-17,Boroughwide,Boroughwide,6158268,973635,1727782,1298064,1822646,336141,73.87,67.49,68.65,79.7,80.87,70.6
2022-01-17,All ages,Asian/NHPI,1127725,44886,298318,185361,552911,46249,91.41,93.25,77.43,90.53,92.18,90.37
2022-01-17,All ages,Black,971899,218124,403367,116544,209364,24500,53.23,53.03,52.6,57.74,51.82,54.83
2022-01-17,All ages,Hispanic/Latino,1612658,476916,309792,293730,479111,53109,66.54,64.05,59.65,70.48,75.46,59.92
2022-01-17,All ages,White,1589475,75198,490275,531244,327013,165745,59.27,52.09,58.85,69.07,58.38,58.42
2022-01-17,'5-12,Asian/NHPI,67867,2493,20872,10081,31119,3302,72.11,73.8,47.75,109.82,66.33,73.07
2022-01-17,'5-12,Black,30177,7897,12026,3700,5670,884,18.58,17.88,18.9,25.12,16.82,17.98
2022-01-17,'5-12,Hispanic/Latino,66531,20477,13323,9596,20836,2299,24.83,24.18,21.23,27.09,30.06,19.66
2022-01-17,'5-12,White,54142,2247,18156,22754,7979,3006,27.59,19.65,26,66.29,21.11,13.02
2022-01-17,'13-17,Asian/NHPI,60726,2834,17652,6027,31305,2908,110.79,113.3,83.92,126.14,111.9,93.78
2022-01-17,'13-17,Black,55904,13939,22989,5369,11681,1926,53.71,53.44,53.99,56.65,51.72,60.3
2022-01-17,'13-17,Hispanic/Latino,114920,38306,22208,15069,34810,4527,73.67,70.42,67.77,69.43,89.09,63.19
2022-01-17,'13-17,White,51281,3154,14841,15539,10876,6871,48.11,31.79,62.47,87.06,50.85,44.01
2022-01-17,'18-44,Asian/NHPI,509789,20109,137083,101086,232928,18583,99.33,102.8,86.41,93.32,101.59,97.79
2022-01-17,'18-44,Black,373892,83153,157357,46947,76582,9853,54.48,55.16,53.17,58.08,52.27,57
2022-01-17,'18-44,Hispanic/Latino,757413,209427,154121,138101,230789,24975,77.11,76.72,65.54,79.18,91.7,70.08
2022-01-17,'18-44,White,699054,25177,246430,250787,122039,54621,64.96,62.49,62.58,69.47,63.73,61.37
2022-01-17,'45-64,Asian/NHPI,325958,13309,81745,43047,173586,14271,99.31,100.2,88.43,96.71,100.64,97.67
2022-01-17,'45-64,Black,326984,75341,132900,37830,72671,8242,67.32,67.06,69.86,69.67,63.75,72.27
2022-01-17,'45-64,Hispanic/Latino,465388,143832,83647,83007,139187,15715,83.49,79.01,80.56,85.27,89.28,79.44
2022-01-17,'45-64,White,429569,22554,121822,132377,95744,57072,68.72,65.17,72.27,74.21,65.8,68.68
2022-01-17,'65+,Asian/NHPI,163385,6141,40966,25120,83973,7185,92.74,101.13,80.74,84.08,92.46,97.53
2022-01-17,'65+,Black,184942,37794,78095,22698,42760,3595,65.86,64.45,67.61,67.92,65.36,73.38
2022-01-17,'65+,Hispanic/Latino,208406,64874,36493,47957,53489,5593,73.29,66.91,74.25,74.22,75.43,80.84
2022-01-17,'65+,White,355429,22066,89026,109787,90375,44175,67.65,60.09,61.09,75.22,66.61,74.25
2022-01-16,Boroughwide,Boroughwide,6153270,972988,1726115,1297636,1820802,335729,73.81,67.43,68.61,79.67,80.79,70.51
2022-01-16,All ages,Asian/NHPI,1126385,44843,297931,185267,552174,46170,91.31,93.13,77.35,90.48,92.06,90.22
2022-01-16,All ages,Black,970605,217895,402778,116433,209039,24460,53.16,52.95,52.54,57.69,51.74,54.74
2022-01-16,All ages,Hispanic/Latino,1610993,476514,309414,293534,478503,53028,66.47,63.97,59.6,70.43,75.36,59.83
2022-01-16,All ages,White,1588305,75135,489894,531107,326688,165481,59.22,52.05,58.8,69.06,58.32,58.33
2022-01-16,'5-12,Asian/NHPI,67152,2480,20645,10041,30719,3267,71.35,73,47.5,109.38,65.48,72.29
2022-01-16,'5-12,Black,29892,7839,11888,3677,5613,875,18.41,17.68,18.76,24.96,16.65,17.8
2022-01-16,'5-12,Hispanic/Latino,65983,20369,13199,9536,20595,2284,24.62,23.95,21.12,26.92,29.71,19.53
2022-01-16,'5-12,White,53901,2238,18093,22701,7904,2965,27.47,19.58,25.9,66.13,20.91,12.85
2022-01-16,'13-17,Asian/NHPI,60653,2830,17629,6025,31265,2904,110.66,113.15,83.8,126.1,111.76,93.66
2022-01-16,'13-17,Black,55806,13925,22945,5363,11652,1921,53.61,53.34,53.94,56.58,51.59,60.14
2022-01-16,'13-17,Hispanic/Latino,114796,38275,22181,15052,34769,4519,73.59,70.33,67.72,69.35,88.98,63.08
2022-01-16,'13-17,White,51209,3149,14814,15532,10861,6853,48.04,31.73,62.37,87.02,50.78,43.9
2022-01-16,'18-44,Asian/NHPI,509456,20095,137002,101053,232751,18555,99.27,102.74,86.35,93.29,101.52,97.64
2022-01-16,'18-44,Black,373291,83050,157086,46893,76428,9834,54.39,55.06,53.1,58.01,52.16,56.89
2022-01-16,'18-44,Hispanic/Latino,756676,209237,153952,138014,230544,24929,77.04,76.63,65.48,79.13,91.6,69.95
2022-01-16,'18-44,White,698570,25141,246267,250734,121915,54513,64.92,62.44,62.49,69.45,63.67,61.25
2022-01-16,'45-64,Asian/NHPI,325784,13300,81699,43034,173493,14258,99.25,100.14,88.37,96.68,100.59,97.58
2022-01-16,'45-64,Black,326753,75295,132798,37810,72614,8236,67.27,67.01,69.82,69.64,63.7,72.22
2022-01-16,'45-64,Hispanic/Latino,465191,143773,83601,82985,139126,15706,83.45,78.96,80.53,85.25,89.24,79.4
2022-01-16,'45-64,White,429313,22543,121739,132362,95656,57013,68.68,65.12,72.23,74.21,65.74,68.61
2022-01-16,'65+,Asian/NHPI,163340,6138,40956,25114,83946,7186,92.71,101.1,80.7,84.06,92.43,97.54
2022-01-16,'65+,Black,184863,37786,78061,22690,42732,3594,65.83,64.43,67.6,67.89,65.31,73.36
2022-01-16,'65+,Hispanic/Latino,208347,64860,36481,47947,53469,5590,73.27,66.89,74.24,74.21,75.4,80.79
2022-01-16,'65+,White,355312,22064,88981,109778,90352,44137,67.63,60.06,61.09,75.22,66.59,74.19
2022-01-13,Boroughwide,Boroughwide,6132112,968988,1719340,1295058,1814301,334425,73.55,67.16,68.32,79.51,80.5,70.24
2022-01-13,All ages,Asian/NHPI,1120863,44562,296574,184595,549288,45844,90.86,92.7,76.87,90.15,91.58,89.58
2022-01-13,All ages,Black,964625,216539,400122,115877,207801,24286,52.83,52.6,52.22,57.41,51.43,54.35
2022-01-13,All ages,Hispanic/Latino,1603089,473973,307822,292383,476201,52710,66.15,63.64,59.28,70.16,75,59.47
2022-01-13,All ages,White,1583729,74858,488344,530225,325512,164790,59.05,51.88,58.58,68.94,58.11,58.09
2022-01-13,'5-12,Asian/NHPI,64311,2374,19857,9801,29191,3088,68.33,70.21,45.47,106.77,62.22,68.33
2022-01-13,'5-12,Black,28369,7441,11273,3543,5284,828,17.47,16.77,17.81,24.05,15.67,16.84
2022-01-13,'5-12,Hispanic/Latino,63273,19522,12649,9175,19741,2186,23.61,22.95,20.24,25.9,28.48,18.7
2022-01-13,'5-12,White,52837,2184,17797,22349,7649,2858,26.93,19.26,25.28,65.11,20.24,12.38
2022-01-13,'13-17,Asian/NHPI,60360,2801,17577,5969,31138,2875,110.12,112.82,82.94,124.93,111.3,92.72
2022-01-13,'13-17,Black,55366,13818,22746,5320,11573,1909,53.19,52.88,53.52,56.13,51.24,59.76
2022-01-13,'13-17,Hispanic/Latino,114264,38109,22049,14976,34633,4497,73.25,69.91,67.42,69,88.64,62.77
2022-01-13,'13-17,White,50815,3123,14681,15436,10790,6785,47.67,31.45,61.86,86.48,50.44,43.46
2022-01-13,'18-44,Asian/NHPI,507955,20002,136660,100784,232028,18481,98.97,102.48,85.95,93.04,101.2,97.25
2022-01-13,'18-44,Black,370738,82485,155929,46678,75891,9755,54.02,54.66,52.74,57.74,51.8,56.44
2022-01-13,'18-44,Hispanic/Latino,753471,208207,153268,137530,229667,24799,76.71,76.29,65.15,78.85,91.25,69.59
2022-01-13,'18-44,White,696741,25020,245608,250459,121461,54193,64.75,62.28,62.19,69.38,63.43,60.89
2022-01-13,'45-64,Asian/NHPI,325121,13255,81582,42949,173110,14225,99.05,100,88.07,96.49,100.36,97.35
2022-01-13,'45-64,Black,325625,75064,132282,37681,72391,8207,67.04,66.75,69.61,69.4,63.51,71.97
2022-01-13,'45-64,Hispanic/Latino,464036,143371,83415,82802,138795,15653,83.24,78.79,80.3,85.06,89.03,79.13
2022-01-13,'45-64,White,428395,22494,121398,132249,95369,56885,68.53,64.94,72.07,74.14,65.54,68.46
2022-01-13,'65+,Asian/NHPI,163116,6130,40898,25092,83821,7175,92.58,100.96,80.59,83.99,92.29,97.39
2022-01-13,'65+,Black,184527,37731,77892,22655,42662,3587,65.71,64.29,67.5,67.79,65.21,73.22
2022-01-13,'65+,Hispanic/Latino,208045,64764,36441,47900,53365,5575,73.17,66.82,74.13,74.13,75.25,80.58
2022-01-13,'65+,White,354941,22037,88860,109732,90243,44069,67.56,59.98,61.01,75.18,66.51,74.07
2022-01-12,Boroughwide,Boroughwide,6122495,966770,1716294,1293810,1811855,333766,73.44,67.05,68.17,79.44,80.39,70.1
2022-01-12,All ages,Asian/NHPI,1119284,44472,296200,184351,548505,45756,90.73,92.59,76.71,90.03,91.44,89.41
2022-01-12,All ages,Black,961494,215758,398823,115547,207180,24186,52.66,52.43,52.03,57.25,51.28,54.13
2022-01-12,All ages,Hispanic/Latino,1599398,472636,307104,291812,475303,52543,65.99,63.49,59.11,70.02,74.86,59.28
2022-01-12,All ages,White,1581451,74702,487567,529812,324988,164382,58.97,51.8,58.46,68.89,58.02,57.94
2022-01-12,'5-12,Asian/NHPI,63790,2342,19722,9747,28907,3072,67.78,69.73,44.86,106.18,61.62,67.98
2022-01-12,'5-12,Black,27719,7269,10994,3483,5158,815,17.07,16.35,17.4,23.65,15.3,16.58
2022-01-12,'5-12,Hispanic/Latino,62163,19125,12420,9034,19438,2146,23.2,22.54,19.83,25.51,28.04,18.35
2022-01-12,'5-12,White,52445,2158,17676,22224,7565,2822,26.73,19.13,24.97,64.74,20.01,12.23
2022-01-12,'13-17,Asian/NHPI,60290,2796,17563,5961,31098,2872,109.99,112.73,82.79,124.76,111.16,92.62
2022-01-12,'13-17,Black,55155,13756,22664,5294,11541,1900,52.99,52.68,53.28,55.86,51.1,59.48
2022-01-12,'13-17,Hispanic/Latino,114066,38026,22008,14948,34599,4485,73.12,69.78,67.28,68.88,88.55,62.6
2022-01-12,'13-17,White,50674,3111,14643,15398,10760,6762,47.54,31.36,61.62,86.27,50.3,43.31
2022-01-12,'18-44,Asian/NHPI,507328,19971,136528,100639,231743,18447,98.85,102.38,85.82,92.91,101.08,97.07
2022-01-12,'18-44,Black,369350,82139,155327,46530,75644,9710,53.82,54.44,52.52,57.56,51.63,56.17
2022-01-12,'18-44,Hispanic/Latino,751895,207660,152948,137274,229290,24723,76.55,76.13,64.98,78.71,91.1,69.37
2022-01-12,'18-44,White,695761,24943,245224,250317,121267,54010,64.66,62.18,62,69.34,63.33,60.68
2022-01-12,'45-64,Asian/NHPI,324885,13236,81525,42924,172997,14203,98.98,99.93,87.95,96.44,100.3,97.2
2022-01-12,'45-64,Black,325003,74937,132030,37617,72236,8183,66.91,66.62,69.49,69.28,63.37,71.76
2022-01-12,'45-64,Hispanic/Latino,463456,143164,83316,82710,138641,15625,83.14,78.69,80.19,84.96,88.93,78.99
2022-01-12,'45-64,White,427894,22470,121255,132178,95226,56765,68.45,64.87,72,74.1,65.44,68.31
2022-01-12,'65+,Asian/NHPI,162991,6127,40862,25080,83760,7162,92.51,100.87,80.55,83.95,92.22,97.22
2022-01-12,'65+,Black,184267,37657,77808,22623,42601,3578,65.62,64.22,67.36,67.69,65.11,73.04
2022-01-12,'65+,Hispanic/Latino,207818,64661,36412,47846,53335,5564,73.09,66.77,74.01,74.05,75.21,80.42
2022-01-12,'65+,White,354677,22020,88769,109695,90170,44023,67.51,59.92,60.96,75.16,66.46,74
2022-01-11,Boroughwide,Boroughwide,6113036,964728,1713325,1292426,1809469,333088,73.33,66.93,68.02,79.35,80.28,69.96
2022-01-11,All ages,Asian/NHPI,1117694,44385,295793,184083,547775,45658,90.6,92.46,76.56,89.9,91.32,89.22
2022-01-11,All ages,Black,958574,215103,397481,115249,206619,24122,52.5,52.26,51.87,57.1,51.14,53.99
2022-01-11,All ages,Hispanic/Latino,1595927,471326,306483,291287,474459,52372,65.85,63.36,58.95,69.89,74.73,59.09
2022-01-11,All ages,White,1579082,74594,486862,529213,324412,164001,58.88,51.72,58.38,68.81,57.92,57.81
2022-01-11,'5-12,Asian/NHPI,63270,2318,19569,9691,28646,3046,67.23,69.19,44.4,105.57,61.06,67.4
2022-01-11,'5-12,Black,27091,7106,10738,3410,5029,808,16.68,15.97,17.01,23.15,14.92,16.43
2022-01-11,'5-12,Hispanic/Latino,61126,18726,12256,8903,19151,2090,22.81,22.24,19.41,25.14,27.63,17.88
2022-01-11,'5-12,White,51990,2122,17579,22071,7464,2754,26.49,19.03,24.56,64.3,19.75,11.93
2022-01-11,'13-17,Asian/NHPI,60230,2792,17558,5942,31071,2867,109.89,112.7,82.67,124.36,111.06,92.46
2022-01-11,'13-17,Black,54970,13719,22576,5277,11505,1893,52.81,52.48,53.14,55.68,50.94,59.26
2022-01-11,'13-17,Hispanic/Latino,113822,37937,21951,14918,34546,4470,72.96,69.6,67.12,68.74,88.41,62.4
2022-01-11,'13-17,White,50544,3100,14607,15356,10739,6742,47.42,31.29,61.4,86.03,50.21,43.19
2022-01-11,'18-44,Asian/NHPI,506691,19932,136368,100513,231477,18401,98.73,102.26,85.65,92.79,100.96,96.83
2022-01-11,'18-44,Black,368079,81834,154750,46415,75411,9669,53.63,54.24,52.33,57.42,51.47,55.94
2022-01-11,'18-44,Hispanic/Latino,750343,207091,152646,137037,228926,24643,76.39,75.98,64.8,78.57,90.96,69.15
2022-01-11,'18-44,White,694709,24898,244877,250073,121025,53836,64.56,62.09,61.89,69.27,63.2,60.49
2022-01-11,'45-64,Asian/NHPI,324613,13221,81449,42885,172872,14186,98.9,99.84,87.85,96.35,100.23,97.08
2022-01-11,'45-64,Black,324393,74827,131721,37559,72112,8174,66.79,66.46,69.39,69.17,63.26,71.68
2022-01-11,'45-64,Hispanic/Latino,462973,142960,83233,82625,138542,15613,83.05,78.62,80.07,84.88,88.86,78.93
2022-01-11,'45-64,White,427402,22462,121098,132088,95069,56685,68.37,64.78,71.97,74.05,65.33,68.22
2022-01-11,'65+,Asian/NHPI,162890,6122,40849,25052,83709,7158,92.46,100.84,80.49,83.86,92.17,97.16
2022-01-11,'65+,Black,184041,37617,77696,22588,42562,3578,65.54,64.13,67.29,67.59,65.05,73.04
2022-01-11,'65+,Hispanic/Latino,207663,64612,36397,47804,53294,5556,73.03,66.74,73.95,73.99,75.15,80.3
2022-01-11,'65+,White,354437,22012,88701,109625,90115,43984,67.46,59.87,60.94,75.11,66.42,73.93
2022-01-10,Boroughwide,Boroughwide,6104327,962818,1710602,1291233,1807235,332439,73.22,66.82,67.89,79.28,80.18,69.82
2022-01-10,All ages,Asian/NHPI,1116198,44287,295397,183890,547043,45581,90.48,92.34,76.39,89.81,91.2,89.07
2022-01-10,All ages,Black,956095,214528,396396,114939,206191,24041,52.36,52.11,51.73,56.95,51.03,53.81
2022-01-10,All ages,Hispanic/Latino,1592532,470104,305876,290778,473549,52225,65.71,63.24,58.79,69.77,74.58,58.92
2022-01-10,All ages,White,1577180,74479,486227,528882,323996,163596,58.81,51.66,58.29,68.77,57.84,57.67
2022-01-10,'5-12,Asian/NHPI,62688,2281,19401,9644,28348,3014,66.61,68.6,43.69,105.06,60.42,66.7
2022-01-10,'5-12,Black,26564,6969,10537,3345,4926,787,16.36,15.67,16.68,22.71,14.61,16.01
2022-01-10,'5-12,Hispanic/Latino,60049,18341,12096,8747,18818,2047,22.41,21.95,19.01,24.7,27.15,17.51
2022-01-10,'5-12,White,51579,2104,17470,21955,7366,2684,26.28,18.91,24.35,63.96,19.49,11.63
2022-01-10,'13-17,Asian/NHPI,60176,2789,17544,5934,31048,2861,109.79,112.61,82.58,124.2,110.98,92.27
2022-01-10,'13-17,Black,54807,13693,22485,5255,11482,1892,52.65,52.27,53.04,55.45,50.84,59.23
